昵称,点赞数,IP属地,评论
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
芦苇草麦田,3,四川,这个时代有独立思考的民众越来越多。想引导民意，首先支撑你的观点的底层逻辑得清晰且正确
优雅海风GUt,3,四川,得道多助，失道寡助。
乐观的暖阳jN,6,北京,2014的克里米亚没解释透彻。
睿智的茉莉,15,,精彩评论[赞][赞]
概念24面体,6,江苏,卿本佳人，奈何做贼？
虚怀若谷1122335566,2,吉林,乌克兰老百姓 可不这么想
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
优雅海风GUt,3,四川,得道多助，失道寡助。
乐观的暖阳jN,6,北京,2014的克里米亚没解释透彻。
睿智的茉莉,15,,精彩评论[赞][赞]
概念24面体,6,江苏,卿本佳人，奈何做贼？
虚怀若谷1122335566,2,吉林,乌克兰老百姓 可不这么想
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
乐观的暖阳jN,6,北京,2014的克里米亚没解释透彻。
睿智的茉莉,15,,精彩评论[赞][赞]
概念24面体,6,江苏,卿本佳人，奈何做贼？
虚怀若谷1122335566,2,吉林,乌克兰老百姓 可不这么想
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
睿智的茉莉,15,,精彩评论[赞][赞]
概念24面体,6,江苏,卿本佳人，奈何做贼？
虚怀若谷1122335566,2,吉林,乌克兰老百姓 可不这么想
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
概念24面体,6,江苏,卿本佳人，奈何做贼？
虚怀若谷1122335566,2,吉林,乌克兰老百姓 可不这么想
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
虚怀若谷1122335566,2,吉林,乌克兰老百姓 可不这么想
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
自在原野fp,3,湖北,俄罗斯为夺取马克兰领土准备了几年，所有去什么化只是借口
Bobby239194279,6,美国,这么好的文章，就应该翻译成英文，让全世界人民都认清真实的嘴脸。
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
自在原野fp,3,湖北,俄罗斯为夺取马克兰领土准备了几年，所有去什么化只是借口
江南凤哥,3,江苏,你认为乌克兰投降就可以结束战争！
69韦森,3,河北,[吐][吐][吐][吐][吐]
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
自在原野fp,3,湖北,俄罗斯为夺取马克兰领土准备了几年，所有去什么化只是借口
江南凤哥,3,江苏,你认为乌克兰投降就可以结束战争！
郑在中都,3,山东,我看了章思远的题目，我直奔评论区，在这里感受到滚滚而来的正义之声
若水不争899,3,河南,然后呢？？
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
自在原野fp,3,湖北,俄罗斯为夺取马克兰领土准备了几年，所有去什么化只是借口
江南凤哥,3,江苏,你认为乌克兰投降就可以结束战争！
郑在中都,3,山东,我看了章思远的题目，我直奔评论区，在这里感受到滚滚而来的正义之声
多次拒绝贾静雯,17,中国香港,哈哈哈哈哈哈哈哈哈
智慧云朵uR9,3,陕西,胡说八道没用‼️群众的眼睛是雪亮的‼️
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
自在原野fp,3,湖北,俄罗斯为夺取马克兰领土准备了几年，所有去什么化只是借口
江南凤哥,3,江苏,你认为乌克兰投降就可以结束战争！
郑在中都,3,山东,我看了章思远的题目，我直奔评论区，在这里感受到滚滚而来的正义之声
多次拒绝贾静雯,17,中国香港,哈哈哈哈哈哈哈哈哈
春风秋雨Qing,3,山东,看了评论我安心了
Jwp雨蒙蒙1,3,陕西,脑子得做多么彻底的格式化，才能今天还写这样的文章呢？
Qwvyfyff,4,北京,这大元！够扯淡的胡说八道
萌萌的han宝宝,2,重庆,没错，美国让俄罗斯动的手！[酷拽]
灵敏清泉c4z,2,河南,什么狗屁文章
风度翩翩的会当水击三,16,四川,不值得看
魔域流星,2,浙江,你懂个屁
开朗星星Tyw,3,安徽,胡说八道，看隔壁妇美，土肥，就抢，什么逻辑
1嗰亼d笹鎅153077055,35,江苏,我不信
钱涌951,11,浙江,不赞同！
菩提子57902407,3,甘肃,为正义的评论区点赞[赞][赞][赞]
笑一笑201905,11,上海,[打脸][打脸][打脸][打脸][打脸][打脸]
中刘同志,3,,看清本质，选择躺平，是当代年轻人最好的选择
用户4066003159160,28,北京,我去[吐血]
拓璞空间装饰设计,4,江苏,叹为观止
自在原野fp,3,湖北,俄罗斯为夺取马克兰领土准备了几年，所有去什么化只是借口
江南凤哥,3,江苏,你认为乌克兰投降就可以结束战争！
